Latitude,Longitude,Depth_km,Tectonic_Plate_Region,Seismic_Activity_Level,Foreshock_Count,Aftershock_Count,Energy_Released_Joules,Fault_Type,Magnitude
-68.73033102810187,116.07205452058025,4.483463984205994,Eurasian,Low,0,2,1339937390276072.8,Normal,4.205188620626245
35.412689765547114,128.72244155806214,5.166989173074514,African,Moderate,3,2,445602567878628.4,Strike-slip,3.7892625749597375
23.20971242037912,149.98868490283462,59.710075279697435,African,Low,0,4,1287651413103546.2,Normal,2.0524915401844037
67.94496243486952,-24.845320615213353,58.43272396090415,Eurasian,Moderate,0,4,683610003259846.4,Normal,4.795656913683896
42.312787884699446,-65.20794540439002,147.28062772016676,South American,Low,4,4,222448733080746.16,Normal,3.979960277196573
54.62656746927274,29.591548773880987,57.131174524474034,Pacific,Moderate,3,10,544531193682216.94,Normal,2.1048562406044344
-39.23377693716483,-46.37792756245406,224.95654547012654,North America,Low,3,6,251751888320857.0,Normal,4.548920408759853
-58.06088211964989,36.38670004808387,3.494427542054348,Eurasian,Low,1,7,4988944050091.627,Reverse,4.296595714328652
45.11065529535449,74.01091055177687,7.220449506786572,North America,Moderate,1,1,283418870941842.44,Reverse,1.6822910989351376
55.230253068107515,67.82580665716927,3.154638281200354,Indian,High,3,9,235116600442563.53,Normal,1.6806878772620977
88.2909255601212,-45.16096067275632,14.343484197771437,African,Low,0,6,4346340354780.6523,Strike-slip,6.327566418611276
-15.72881815594323,-119.93032738844899,54.55056033974826,African,Moderate,3,6,1532131412921042.0,Strike-slip,6.859227242453936
-23.03674455729903,-25.009438153605288,72.60753979417187,Eurasian,Moderate,3,4,80109726270988.97,Reverse,8.970623779180142
49.754332933559425,-128.66610813051284,3.2659799993775063,Eurasian,Moderate,2,6,596127687807140.6,Strike-slip,1.2830422141498983
-28.65536275445679,140.434932666171,204.27626105140018,Indian,High,1,3,541084122351234.1,Reverse,1.5607534314042815
77.53631860864164,-55.48411413437134,129.2345237243112,South American,Low,4,9,200169631055998.75,Normal,0.9663631562111991
64.51429533174212,-124.39449099960343,24.629311319232183,Eurasian,High,2,4,3407270984826736.5,Normal,5.290055876812371
-12.78107507249669,-170.83880643392968,5.623046785903325,African,Moderate,3,7,925668579067686.0,Strike-slip,6.104719528657038
45.15679220246952,52.49605906313434,13.03354717586175,North America,Moderate,2,3,1679393992612117.2,Strike-slip,4.1317110673894195
45.81771733524283,49.28483428370757,9.502923674638609,Pacific,High,3,10,685457933208655.2,Strike-slip,7.681119988650194
-71.43770360953212,-57.382500030735,9.210034299300373,North America,Moderate,0,3,1283059004556345.8,Normal,6.680294924034201
72.459523202322,-154.18372001484565,51.16840215463009,South American,Moderate,5,7,3499225124987575.0,Normal,9.37256378852174
0.9454270406142911,-32.533597837716485,19.75124203707966,Pacific,Moderate,3,7,428332710764977.3,Strike-slip,1.7410548496971079
58.7623438993935,-67.9617017771783,31.036923817816202,North America,Moderate,2,4,701711454907479.8,Strike-slip,1.0248409790825121
-32.391071814489884,63.76343030460336,318.9821664560032,North America,Low,4,5,722651995564360.5,Strike-slip,2.9732333501244903
71.19418112931609,38.08052980296853,80.71056131752452,Indian,Moderate,1,5,4827665987654742.0,Strike-slip,0.6714517578515964
-19.94369782785064,-48.74625784888559,208.28854484058323,South American,Low,2,8,265397751149239.97,Reverse,8.893502850798614
-88.0492227335463,-101.55868046820356,10.766003885591575,African,High,1,7,1124876724831442.6,Strike-slip,3.235564928193579
72.96875575546747,175.6929478160131,33.70447740989202,Indian,High,2,7,148766492146574.56,Strike-slip,5.47187150274313
-73.56839817849595,-16.55941636939866,56.63549423748921,Pacific,Moderate,0,3,2618303633904010.0,Reverse,3.362626695908677
-32.52354523372532,67.77872488088533,5.590477015418723,African,Moderate,1,4,892530063168855.6,Reverse,2.712277597899411
81.01115406914488,-129.40093167179012,0.29373648656228346,Indian,Low,2,3,1961918287599996.2,Reverse,1.87128251577392
81.10928644876009,-5.187708122616783,77.69857581121042,South American,Low,2,5,2256098001141888.5,Reverse,3.38329328296222
13.218819862191495,-170.08678084699244,71.8702793624256,Eurasian,High,2,6,814433648308269.6,Strike-slip,6.038770373671771
23.73069819056387,1.9638424477619765,37.02794219039898,Eurasian,Low,3,6,1145726761992306.2,Normal,9.244590797187751
-9.27980604390244,167.04626656237286,47.08528345798004,Pacific,Moderate,1,7,1199717338441292.2,Normal,5.522828363304345
-37.22206109434838,-41.68558332511191,37.583068921326095,Eurasian,High,2,1,617076949982861.9,Normal,5.294381594891046
-30.84038183341513,-165.96143547303183,1.7008503036598546,Indian,High,1,2,570643300848389.1,Normal,0.8173671629463218
31.05332209386691,-168.85591526903633,28.59690406011496,Pacific,Moderate,3,6,206026166962613.78,Normal,8.060891141009234
45.42741529878239,-40.32476641912697,13.642932037329588,African,Moderate,1,4,484369624581590.25,Normal,0.9035723749781591
52.484227870652745,-122.39102287325014,7.25278019897393,South American,Moderate,1,9,4683882338344858.0,Reverse,8.656090466931312
52.13126570301969,-171.59324532185306,219.80522687647883,Pacific,High,2,5,314521142429737.5,Reverse,5.348045528210461
-73.58290145123573,92.23690102206365,64.02839269499273,African,Moderate,1,5,1437338880880115.2,Normal,2.016199447106319
-1.0043451535353398,-14.931716802519361,91.30582565268556,Pacific,Moderate,4,2,61181463759315.266,Strike-slip,4.565366528058128
-79.63942319700402,-75.87188208984438,26.52073156768523,North America,Low,1,5,630113786697716.6,Strike-slip,9.454860326148784
8.915198818272401,144.02994588593305,34.96282336869912,North America,Low,1,6,60185483413786.04,Normal,3.2457456683968373
-10.524509752792142,-138.18997432781077,18.927834649125586,Pacific,Moderate,1,5,645881861820230.0,Strike-slip,2.9251379169372083
69.78675289649397,164.13077842391493,7.13962967467268,Eurasian,High,1,5,27939149221574.773,Reverse,1.5620530553825533
-26.835297740625833,-66.97198174415298,13.808949386668472,North America,High,2,5,950092559601499.0,Reverse,5.874281139117549
-68.92793704303094,139.82532203112527,111.79593280308899,South American,High,3,9,883119771964617.1,Strike-slip,1.3030429911256662
-64.26149723048954,37.05943553260616,79.22559290879444,African,Moderate,3,3,1598711757018352.2,Normal,7.394072574236694
47.07191370914501,117.6146495069355,55.419431141814705,Indian,Moderate,4,2,875355629034120.1,Reverse,8.773011628975022
21.279251396926995,174.24473875576712,45.11697522202299,North America,High,3,3,2603678866261942.0,Strike-slip,8.886840000939495
-71.79791829789775,-76.17404238525154,178.96408243752694,Pacific,Moderate,0,3,1528340134194186.5,Strike-slip,1.47124627589694
-74.86077489930047,166.00877474673348,5.28610806910276,Eurasian,Moderate,1,4,142320210324494.66,Reverse,5.524363376176719
36.17444366264159,-39.78651783512868,23.05372147122734,Indian,Moderate,1,3,308528780707125.44,Reverse,1.3739886941194994
-76.90265885444516,-41.215714294707965,30.14811175401056,African,High,1,3,26580756726152.92,Normal,5.648145273358676
57.93481067226412,-57.460642468377955,106.7650775336562,African,Low,3,2,487978618257516.1,Strike-slip,7.834825266886229
37.12360088816932,14.906738645130673,342.6362461084145,North America,High,3,4,712403914572658.5,Normal,5.340111460729562
-75.35721948445804,-124.50778445574466,19.272364396480054,African,Low,3,7,2917776334568202.5,Reverse,8.348484434960131
-74.72921146466545,19.33613472888402,145.17408580116367,African,Moderate,2,1,738704184820128.6,Strike-slip,7.715069193644399
87.59512413021159,15.013732467601443,124.29388054248612,Eurasian,Moderate,2,6,1518811602765732.8,Reverse,2.9889351494593557
-22.631256763898335,94.28465253775317,17.811519582699873,Eurasian,Moderate,3,4,312007569647554.2,Reverse,6.170920545941975
-23.28441352795963,120.1139862975308,35.679971295666356,Eurasian,Moderate,1,5,166241658803609.4,Reverse,0.5667091382851829
56.303922106350456,-21.441113887527337,36.89549058381436,Pacific,High,3,2,1665142257142957.0,Normal,4.064377243323779
80.50474392909456,-71.16003023346225,267.8755699525081,African,Moderate,2,10,284254812721114.06,Reverse,2.6416415100586566
87.48019148811676,-86.63943696584599,13.96774507033052,African,Low,5,4,2050544066191729.2,Normal,8.934047113491376
45.6080733466095,-109.9354187862461,112.36656240734172,African,Moderate,2,6,186148721886695.47,Reverse,4.14850110550844
-22.27327460443516,-159.24687040835104,28.472850765442658,South American,Low,2,7,1907753258393024.5,Reverse,6.386579855802325
-74.96987099423963,-56.7187276195032,91.87934206751949,Eurasian,Low,1,3,1482134033408203.0,Strike-slip,7.087834483462465
49.88644486693863,-82.71083083291802,38.13223039816518,Indian,Moderate,2,3,944743379467447.4,Reverse,7.458912848133568
10.512764952444911,167.91025891190662,60.452199344657416,North America,High,4,9,1898592253625930.2,Strike-slip,7.12197672815776
-13.640038335544276,20.775177450015804,125.12076177318502,Indian,Moderate,1,7,401538006100908.6,Strike-slip,3.1024855488896126
73.14378931705247,-54.98026594901728,114.13399872234835,Pacific,Moderate,1,6,181562819506368.16,Normal,6.674609270562999
-69.98445318489276,28.96833635773055,140.91549936984444,Pacific,Moderate,1,10,170836572564839.88,Strike-slip,5.44108534036055
-1.3274812276453503,-129.88918751554962,4.302787010474552,African,Low,3,7,315202528506705.7,Strike-slip,5.876353983177669
-87.95634394186457,-20.144250287206944,82.44737499080759,Indian,High,0,3,591000662186616.2,Reverse,0.5073315557787939
-5.641084441057274,45.44435571158297,10.556574812825966,African,Moderate,3,9,2087658126196443.8,Reverse,2.824318408575709
-79.86541037726928,-3.9967805547175033,37.628057124060476,South American,High,0,2,93800537261772.39,Normal,8.8761532704409
-68.61277507174705,-35.359631764443265,55.67630253151096,Pacific,Low,1,8,2467955666150774.0,Strike-slip,3.110684749751532
-68.84527558012113,177.78542000389132,36.07813207701877,Pacific,Low,0,3,2596885153970663.0,Strike-slip,4.442139700246783
26.85785438089144,136.91331437361373,51.32123453853545,Indian,High,0,3,1299149758792559.5,Normal,2.1800658397616695
44.2880782677762,44.42614493739845,396.3776252523812,Pacific,Moderate,0,5,2305425258708479.0,Reverse,1.7474229671332078
15.006377717488732,24.97585002562181,10.169392333770283,South American,Low,1,3,1469617842087371.0,Strike-slip,2.378020717748346
83.19105872541755,43.43777273685026,78.77340089516005,South American,Low,2,5,751414134816027.6,Normal,5.482825959802756
-22.523295685733274,-107.52764118392403,35.292787671735034,South American,High,1,6,918168058514462.8,Reverse,8.771257862510973
-38.57182446926507,-37.75041242484531,9.990932304502929,North America,Moderate,3,7,989465038238339.5,Normal,3.4357926190657126
66.34784307410285,-165.79456815927625,12.099546457155718,South American,Moderate,2,7,135697486608124.11,Normal,3.4106715698717394
-49.752749066498524,-8.80342650474239,208.69093421531838,South American,Moderate,4,6,214498697866459.3,Strike-slip,5.5772652819818145
83.38005709931002,15.48885022475875,148.18637241418486,North America,Moderate,0,3,741012093034112.1,Reverse,3.7106844592382173
-87.81219455583306,-98.01009500284455,166.29249524319445,African,High,3,7,122425647789046.97,Strike-slip,8.693744431855892
84.57818880737503,167.05038497958492,334.0086784044159,Eurasian,Low,4,3,3351815850844770.0,Strike-slip,3.900632383780357
-82.2312158488963,147.4036599374071,16.35145303301718,Pacific,Moderate,1,5,707504309700274.5,Reverse,4.913980272675204
70.4057604656528,79.97156476412613,30.743043622891868,South American,High,4,5,478174753843377.2,Reverse,5.300503555733698
4.986199635533978,12.019186355530536,77.44091911268904,Pacific,Low,2,1,171429140248712.1,Reverse,7.538610156174241
88.73366330147405,133.1888974731666,46.28861384092335,Indian,Moderate,0,1,538768922302370.5,Strike-slip,5.575153454733953
-76.71661834762821,-132.96515622355335,37.936804966912135,Pacific,Moderate,1,4,360146945785408.9,Reverse,2.652395901325917
9.693771192237747,104.58352593895859,31.001111004693215,African,Moderate,1,4,92035435958017.42,Reverse,1.6158848596373057
84.47445641143781,-135.0645069719346,63.06033649216005,North America,Moderate,2,4,3411408192149245.0,Reverse,8.939970920200675
4.157611950626787,105.91583851778597,59.9944371935473,Pacific,Moderate,2,3,307854978919400.1,Normal,7.714066951751967
23.291754864347254,-80.7236754295115,12.326328814929095,Pacific,Moderate,3,9,1172701043284029.5,Reverse,0.7066868926002416
35.234764017231086,135.75260916654804,44.67164692590316,Pacific,Moderate,2,2,95765035240040.92,Strike-slip,7.893760858911929
-8.182608341800815,159.85515377714324,56.43768686410242,Eurasian,Moderate,3,11,2443791685631959.5,Normal,5.815380145142918
22.960454415131423,-126.43345101415838,59.124631468922615,Eurasian,Low,1,4,893432609617028.9,Strike-slip,5.17004811531449
15.176576146158041,-13.436782176458337,16.5100620970768,Indian,Moderate,1,6,1069651724684749.2,Normal,0.6100626112120302
72.20844188837802,173.15545613856665,94.90937089610064,North America,High,3,3,1522271533856817.8,Reverse,7.527776507459736
-81.81965153853758,-5.973323049667215,1.7865420056674906,Pacific,Moderate,1,4,931189490907031.2,Normal,2.282585128171251
-39.42662587339854,130.87710810523623,30.677101495564347,Pacific,Moderate,3,3,73546930934904.95,Strike-slip,7.051830918746711
81.07406713378057,31.943347967275145,106.05663490285181,Pacific,Moderate,1,2,561386596247666.4,Normal,0.6428142262923554
70.24748110036495,-44.88123314894332,58.090723031370565,Pacific,High,2,5,303852232084533.56,Reverse,7.667182846995676
-7.98178449857167,-77.11792001068673,21.18740278299665,Eurasian,High,1,2,666927969290002.2,Reverse,0.707355215195365
21.62386760427661,-106.83968720900859,83.11028649801307,African,Low,2,5,518060334087554.5,Strike-slip,2.6230361366526713
-40.071387063396116,94.24734889597102,58.65445825084604,African,Moderate,4,7,1751768575617865.8,Normal,2.914503912614421
-56.138191249722965,-40.84541754370997,111.35811139052572,Indian,Moderate,2,7,283753203521291.8,Strike-slip,1.9175777429623375
-6.534287110803206,4.059166392270413,92.96843498169234,South American,Moderate,2,5,224771199312269.22,Strike-slip,4.829523765758322
-26.396598955310495,-2.7628271995745024,65.9319710926239,North America,Low,3,3,3172142427980334.5,Strike-slip,3.05319163655038
15.05810013315697,27.820450523927235,46.88444153821137,African,High,3,7,2986110984733760.5,Reverse,9.43959178154531
-76.00776534630273,131.6077724248388,10.004847193266366,Pacific,Low,1,6,5030577563534908.0,Normal,5.719719140288951
85.39106537990997,173.06616369003456,21.203566491288317,African,Moderate,2,5,840211050193267.4,Reverse,5.598300425488165
87.51793400632852,-33.26968491342589,38.02230226398671,Indian,Moderate,1,5,120072610396012.16,Reverse,2.487826670958097
35.66910852355413,117.90681195826909,64.01783373800436,South American,Low,3,6,2121662353565729.2,Reverse,4.178204948434202
6.497345941941674,95.23000607569833,50.46620003084175,African,High,3,4,156788303601089.97,Normal,1.6158019492400002
-34.28502906846101,26.47042252400638,23.795559678301913,Indian,High,1,5,169122243500888.66,Reverse,7.362763270253477
56.48310354725075,164.1769717002959,0.45397395633662113,Eurasian,Moderate,3,3,214924380785066.0,Reverse,3.480433215381292
33.25161105969826,-107.82917440977499,47.99576391538149,South American,Moderate,1,4,1059638246492611.2,Reverse,7.267692500538893
-60.72895091791956,-140.66488428853629,23.544403977372806,Indian,Low,2,5,113391626902385.02,Normal,3.845263999365279
73.96689320889163,127.42630810395195,92.85839036598068,African,Moderate,3,3,1506347301615046.5,Normal,9.39881516103361
58.05670372617041,-21.906066011850612,1.6966346606475253,Eurasian,Low,3,6,60017127084163.93,Strike-slip,2.0400946002915963
80.96398439254634,124.90878751454176,61.53433526013678,Indian,Moderate,3,4,117035695740236.23,Reverse,0.5137150449499817
40.6295115099048,141.51247387034937,198.68017660213962,Indian,High,0,4,570022245694242.5,Reverse,5.853429872405472
20.414735268442172,-157.51526629713427,13.415927631178965,African,Low,0,3,476700405802540.6,Normal,9.076578800790543
-14.716253467688603,138.04731467498186,44.65967605728775,South American,High,5,1,4576414463160940.0,Normal,6.323486494153814
77.89112700372237,-18.605140067008023,6.711217101316462,Eurasian,Low,0,8,3407133668158325.5,Reverse,1.2715117047336286
65.89150011007351,3.7556960415236063,68.78545387451334,Pacific,High,1,4,210328278028169.75,Strike-slip,5.364323442196029
-81.86063938088591,45.5733039935557,55.978293503294424,North America,Low,0,4,2931172722858715.5,Strike-slip,8.685382425239546
-85.25394459049464,153.49773842283122,36.62242278598868,South American,Moderate,3,7,1178506195451937.2,Reverse,0.5585546109201146
-22.236593961951073,-173.11820600528495,51.57894648870593,Eurasian,Low,1,4,525673925432621.1,Strike-slip,2.002209915540189
55.89959954072992,-8.336351405585845,158.82336851016177,Indian,High,3,4,1345655162803858.5,Strike-slip,7.831054004923548
87.70970327668999,67.57993527500184,15.296548712588244,Eurasian,Moderate,1,9,2303995744560748.0,Reverse,8.545163959197346
-62.924959601364925,80.17450477136225,1.597609015100058,North America,Low,7,9,198623580209637.84,Strike-slip,6.864445587814438
16.94352876338432,69.31167535335888,138.46533160664896,African,Moderate,3,9,218136434593847.3,Normal,9.424041472758388
-21.439645806416124,-131.60335341307615,60.24619501351984,North America,Moderate,2,3,525466889620902.4,Reverse,1.3119433662791238
84.58459160662858,-72.21758818619476,154.92952017221032,Pacific,Moderate,1,6,185380355755412.84,Normal,5.411088642529043
61.58140616442756,-50.86241084987515,63.607796295423675,Pacific,High,2,8,446908366988500.56,Reverse,6.6649525038282755
60.899166848004825,109.59739476462181,116.31055858352295,North America,Moderate,2,5,1037587352811602.2,Normal,6.823802483321791
-5.635231236905355,-79.6464459307609,39.308222487574156,South American,Low,4,7,1675674542990938.8,Strike-slip,7.6413615380976445
-15.332489579220265,-104.14621300780686,97.00139702178222,South American,Low,1,9,359442968078677.25,Normal,8.758634405894448
-40.78672705247288,164.6812868537146,170.96267334090422,Indian,Moderate,5,2,330910688069584.75,Normal,3.7547730105540316
-79.85241060283312,-176.8092173591512,59.424359616636444,Pacific,Moderate,1,7,1512960070926561.2,Normal,0.8866705352687225
65.65002772590958,179.21550804551214,13.958622867439148,Indian,Moderate,2,7,479692375535183.8,Normal,3.7619772303286245
56.322181643413955,63.655667588662425,21.91454979891294,Pacific,Low,1,2,1706363920264314.2,Normal,6.5445328704851145
89.9491811915035,118.24894780168216,15.501549427510627,North America,Moderate,2,5,5017708298302649.0,Reverse,2.4211047860027914
89.39463067330297,-73.93701731537047,19.84501391701863,South American,High,2,10,3895592527231169.0,Normal,7.7897565640283934
9.977707008472947,-174.8465000398584,25.611748954031615,South American,Low,0,5,1086743862439420.1,Normal,2.4778801195054774
48.41773473249188,85.63302668215084,56.69871804853683,North America,Moderate,4,7,470344825650530.25,Reverse,0.59057062142156
80.05783137883705,120.29205492024329,62.06981291025462,Indian,Moderate,2,3,67732800863171.336,Reverse,5.072726968012214
62.93653032193407,86.57140750326687,38.91978311785961,Indian,Moderate,3,3,1339565873954565.8,Strike-slip,7.03815414263258
-45.47734168622442,-128.5738965716981,66.8923833887732,Eurasian,Moderate,0,5,3815224890114735.5,Normal,3.646898064831506
-8.902055644183164,91.23405201250887,5.956646607597155,Pacific,Moderate,2,4,70405794065997.22,Normal,7.240062195831081
-66.7513052727309,96.81220155875076,6.431818375711053,Indian,High,1,5,6186809519273.086,Strike-slip,4.445639007089074
81.72918490657003,57.074585641219755,13.197532603730336,North America,Low,3,6,1782460022916958.5,Normal,2.0454315557606186
19.111434201158403,95.80173580641105,51.098037352235195,Indian,Moderate,1,5,107873628702979.6,Strike-slip,1.3150255441905943
-48.84429500937671,124.5317182839836,16.855420153034455,South American,Low,7,4,85147275992069.88,Reverse,6.895284484166127
30.906123193054214,40.89748112548503,23.315332226389796,Pacific,Moderate,2,4,2411686689143805.5,Normal,3.9714330884259
21.26308328242125,-148.10230297091553,35.79430073523972,African,Moderate,0,7,82904344230452.66,Normal,8.714963911313932
-25.530710754088716,-4.453988519804085,116.94210242762793,Eurasian,Moderate,3,3,121058254958688.6,Reverse,5.362295527165547
-69.55963340406677,-152.04623951822217,0.9771378794966339,Pacific,Low,5,4,842979108598120.8,Normal,3.635891763986323
30.883175206703925,-33.2845088283249,73.36342287890358,South American,Moderate,1,6,1413929407863357.8,Reverse,3.640918342907508
3.655386162682788,-33.44166391477404,77.36847686085154,South American,Moderate,1,3,510112975617060.56,Reverse,1.6829407800738423
49.017310512415065,-156.23645610951303,112.19175100706379,South American,Moderate,1,4,545743486004117.06,Strike-slip,5.84410238230241
3.629430200158808,-54.42460777098745,188.95673754680067,South American,Moderate,2,2,1001374841286172.0,Reverse,5.7395042186928995
63.39267005733723,-140.04068443512665,1.42403655831685,North America,Moderate,1,7,704057067197727.4,Strike-slip,7.699943227428442
9.343230979407394,110.96467560331996,11.688619936780661,Eurasian,High,4,7,18803984738960.418,Reverse,2.310772662203685
10.968834876369527,161.1676893472095,152.1142378021526,African,Moderate,2,5,120567994613287.28,Strike-slip,3.1171067822824465
67.79764847850211,-153.9660689071421,42.94125446303243,South American,Moderate,3,3,871317403338027.8,Strike-slip,1.3751417218602353
-17.37308408176854,163.8414746250125,58.20280413427668,South American,High,2,4,1578242148308496.2,Strike-slip,3.1580798204201606
-65.87725887888467,8.127575761228258,76.14271525715095,Indian,Low,0,7,1440130445364201.0,Strike-slip,4.352919041789606
-84.81911826359898,-72.1563559366054,79.5565167615328,Eurasian,Low,1,5,1347291207375730.0,Normal,9.176255653585853
45.92470602125141,-152.32965290058115,187.910607083829,Pacific,Moderate,5,4,1475224448383773.8,Reverse,6.37759402587422
21.655719243623636,0.2247365053504211,405.46958858252464,Eurasian,Moderate,4,4,45461360928515.63,Reverse,7.545865368012759
36.73435825786024,106.02559601666951,89.14697361251402,Eurasian,High,1,6,2254762682304978.0,Reverse,3.4295889669844115
-51.66645092839607,74.55113181601135,23.70089106317571,African,High,3,1,2200778833131737.5,Reverse,1.8006153152728683
-65.45313439438144,-161.91863587296945,148.27416433868908,Eurasian,Moderate,2,6,759124579794525.4,Strike-slip,2.8104794772199684
-87.38196017978126,-153.75533926755475,3.533147836434267,African,Moderate,3,10,285809602975807.0,Normal,2.80820921899389
-26.894239414812546,-34.965618252250636,18.39386186981339,South American,Moderate,1,2,896925633567652.9,Reverse,5.748037954640845
16.185183633833958,-73.69542214274043,159.37447049489333,South American,Moderate,1,6,816187345078889.4,Reverse,3.573240192095258
-19.396071882048176,-96.34164369982278,20.718018241621635,North America,Moderate,1,4,252259856373220.25,Reverse,8.21658977899951
-11.254514035728775,-78.8383803928631,17.45074797693088,African,Moderate,1,4,924146958689411.1,Strike-slip,9.396900673128481
72.74856500887472,109.25378758687845,10.405175938768958,African,Moderate,2,6,1595999198321449.0,Reverse,3.589685647371036
-27.31401593580594,154.52209930746739,137.18518172157758,Pacific,Low,2,5,1640448120894321.0,Reverse,6.845542463183096
2.5181080487659386,-34.16302997007608,48.52845940116389,Indian,Moderate,0,2,61553989717436.32,Normal,6.417379237283319
51.05754229340576,146.19996076769894,78.65210812510142,Eurasian,Low,1,5,219603962820752.6,Strike-slip,2.250162389590533
-18.622299182171375,-64.2615475507625,19.124641032891518,Pacific,High,0,3,1103293309349942.6,Normal,8.762077353385706
21.97560604101723,-8.48268491623503,99.32892170238183,African,Low,2,2,1964913186366901.5,Reverse,2.2949832846956113
65.22546757441413,-98.6295607862401,99.89976219410538,Pacific,High,0,4,736507983564721.2,Strike-slip,7.132614185027289
80.91371225837557,50.57137518330384,26.238522890436194,North America,Moderate,3,4,1229378371152306.5,Reverse,3.628486780468812
-63.52677343277317,172.4332014629312,37.01532919221739,Indian,Moderate,2,2,21297194475542.754,Reverse,3.8037341030807417
76.78577252906899,37.25751457561631,16.47312495278042,African,Moderate,2,6,937567515512836.9,Strike-slip,4.599041476000643
-1.4190672456831237,-51.18692971912242,262.73484806427706,African,Moderate,4,6,3267781037116203.5,Normal,8.280571802496256
-43.516010106187494,53.21428055659021,72.61354323210142,Eurasian,Moderate,2,4,1081798261122174.1,Strike-slip,1.7622674736009092
-7.355563877112971,-135.74855575246048,190.84627068047837,Indian,Moderate,1,6,2554587542768720.5,Strike-slip,0.9911262005127852
86.40586355138586,139.9172688955435,25.306621795565793,North America,Moderate,0,2,834732538047942.8,Normal,4.118367370224033
-1.328743081283477,1.110222280741084,106.59319595778624,South American,Moderate,1,3,1853924730541824.2,Strike-slip,1.0002658922787928
-30.82471014824852,-18.234092865728854,101.62811820337905,Pacific,Moderate,1,1,132574602787817.94,Normal,6.688407947516964
24.01215377701064,30.9113238432669,82.35766749698708,Eurasian,Low,2,4,131833706380302.73,Normal,7.342925675244919
-46.77378861992525,44.92219060418489,235.9582651213605,African,Moderate,1,5,128037175453537.08,Strike-slip,8.19241155277933
-76.3446009404405,-154.1607097584553,35.009925523164995,South American,High,4,4,671091313396262.4,Strike-slip,7.194580209352372
-66.80165005608313,65.74219964042487,9.80608421114081,North America,Low,1,6,400871018372878.7,Normal,8.747162543234113
-66.95174898760096,-92.90459508640934,77.9698108033273,Indian,Moderate,2,4,1270062229684316.5,Normal,7.234710104508999
-62.65751516778702,77.02294770237233,91.4746201052777,Pacific,Moderate,0,5,2329154086465548.0,Normal,8.924680758905614
-65.01110892310618,116.11252597831083,59.9066052200652,Eurasian,Moderate,1,6,965940190136420.2,Normal,2.2379971478842684
25.357454064578633,109.42506271890733,16.219170852643508,African,Low,2,3,239794609052633.22,Normal,4.998768195809572
-57.261584808153934,18.90034826684007,49.14693085760206,African,Moderate,2,4,2671865836200634.5,Strike-slip,9.44537539734418
-27.779889001704625,7.261161231870432,26.196958128603672,South American,Low,5,8,750474089357158.8,Reverse,6.63420364288444
71.42191378308212,-128.56465391781177,39.037885542490194,South American,Low,3,4,1272771241629850.0,Strike-slip,8.407770061903317
-4.6869047526829775,99.12461414512882,72.53773700155917,Pacific,Moderate,0,7,2211884159784696.5,Reverse,0.7735441444956971
30.16039293378489,-82.29262303918283,95.71339517685493,Indian,Moderate,1,4,4588503067196612.0,Normal,8.345821087115937
-58.98242318370663,-1.1896477855392504,18.498070844268266,North America,High,0,5,705349221796620.6,Strike-slip,6.779419111148879
-55.38797661443926,-77.66132654609399,36.381859333143936,Indian,Low,2,2,1650586620130094.5,Reverse,2.0367989058893956
-82.64364907203381,-131.82178932011047,21.94940097075829,Indian,Moderate,2,9,836710589594209.1,Normal,0.7311286078123692
-59.591688647010386,46.64077088102516,15.500417089571483,Indian,Low,5,1,666415567161514.5,Strike-slip,2.839339203130876
-39.85373897424745,-160.44046746375463,107.07507603565826,Pacific,Moderate,2,5,771568328770580.0,Reverse,8.741960230934932
-58.13811283018558,89.51228428543197,167.97735479305993,Pacific,High,2,4,662182074077822.9,Strike-slip,6.513196448302578
-74.03354392373,-65.668753705998,32.36828533631009,North America,High,3,3,546501367000660.1,Reverse,8.775221938549919
-68.28554320189185,-179.95151051838528,97.39962320157049,Indian,Low,5,7,1286342934091214.0,Strike-slip,4.5153570424483345
-7.059821754109365,4.006490125402735,159.10863902305243,Pacific,Moderate,5,4,287249920439793.1,Strike-slip,8.929643857117169
-52.85993068695735,-163.13331293006289,131.01266947294204,North America,Moderate,2,3,958106620680204.0,Reverse,4.6666383390050505
-24.43142501134642,-80.57895918447619,14.132145972221288,African,Low,1,6,1248134319413840.0,Strike-slip,2.33829251976501
0.6151087538742388,74.51153548405782,219.11549914861962,North America,Low,0,4,2226465455652766.8,Strike-slip,1.862541177660026
34.27106915328575,-157.4317362161283,33.088267643053456,Indian,High,1,3,403283213578567.8,Normal,9.444306317315398
-82.92381482860219,122.16185724816086,29.005591434540094,Eurasian,High,1,6,1970401349658203.0,Reverse,3.504763953271138
53.89387180362769,-178.6248278429101,4.512569104161064,Indian,High,1,6,2905730180857104.0,Strike-slip,1.9404772278582891
23.022070108363394,-91.1434070873152,46.61089433445884,Eurasian,Moderate,2,3,1046056032965957.0,Reverse,0.5756758780167694
-75.28337424920306,86.72546021474574,8.079829305172684,North America,Moderate,2,6,1475925929661129.8,Strike-slip,3.0701260987666017
67.24415233921991,-66.14274609744956,20.00159418500382,African,Moderate,1,6,520382747630263.8,Reverse,8.502045292422851
75.75703209572637,-143.31874029623512,26.6823489670089,African,Low,1,2,3039379500802843.5,Reverse,5.306083886095715
